season,game_id,team,team_abbr,three_pa
2022,401434052,Philadelphia 76ers,PHI,33
2022,401434110,Dallas Mavericks,DAL,41
2022,401434110,Phoenix Suns,PHX,25
2022,401434051,Philadelphia 76ers,PHI,30
2022,401434051,Miami Heat,MIA,29
2022,401434771,Golden State Warriors,GS,38
2022,401434771,Memphis Grizzlies,MEM,45
2022,401433611,Milwaukee Bucks,MIL,18
2022,401433611,Boston Celtics,BOS,43
2022,401434070,Dallas Mavericks,DAL,39
2022,401434070,Phoenix Suns,PHX,28
2022,401434050,Philadelphia 76ers,PHI,34
2022,401434050,Miami Heat,MIA,36
2022,401434770,Golden State Warriors,GS,38
2022,401434770,Memphis Grizzlies,MEM,40
2022,401433610,Milwaukee Bucks,MIL,34
2022,401433610,Boston Celtics,BOS,50
2022,401430234,Memphis Grizzlies,MEM,32
2022,401430234,Minnesota Timberwolves,MIN,31
2022,401430241,Dallas Mavericks,DAL,43
2022,401430241,Utah Jazz,UTAH,35
2022,401430228,Phoenix Suns,PHX,20
2022,401430228,New Orleans Pelicans,NO,24
2022,401430244,Philadelphia 76ers,PHI,40
2022,401430244,Toronto Raptors,TOR,35
2022,401430255,Denver Nuggets,DEN,29
2022,401430255,Golden State Warriors,GS,31
2022,401430251,Chicago Bulls,CHI,52
2022,401430251,Milwaukee Bucks,MIL,36
2022,401430226,New Orleans Pelicans,NO,25
2022,401430226,Phoenix Suns,PHX,27
2022,401430231,Minnesota Timberwolves,MIN,33
2022,401430231,Memphis Grizzlies,MEM,28
2022,401430219,Atlanta Hawks,ATL,25
2022,401430219,Miami Heat,MIA,31
2022,401430239,Utah Jazz,UTAH,30
2022,401430239,Dallas Mavericks,DAL,43
2022,401430243,Toronto Raptors,TOR,31
2022,401430243,Philadelphia 76ers,PHI,37
2022,401430212,Boston Celtics,BOS,35
2022,401430212,Brooklyn Nets,BKN,35
2022,401430225,Phoenix Suns,PHX,27
2022,401430225,New Orleans Pelicans,NO,24
2022,401430218,Miami Heat,MIA,42
2022,401430218,Atlanta Hawks,ATL,42
2022,401430253,Golden State Warriors,GS,34
2022,401430253,Denver Nuggets,DEN,31
2022,401430249,Milwaukee Bucks,MIL,33
2022,401430249,Chicago Bulls,CHI,36
2022,401430230,Memphis Grizzlies,MEM,32
2022,401430230,Minnesota Timberwolves,MIN,36
2022,401430211,Boston Celtics,BOS,39
2022,401430211,Brooklyn Nets,BKN,29
2022,401430237,Dallas Mavericks,DAL,44
2022,401430237,Utah Jazz,UTAH,35
2022,401430240,Philadelphia 76ers,PHI,31
2022,401430240,Toronto Raptors,TOR,34
2022,401430224,Phoenix Suns,PHX,26
2022,401430224,New Orleans Pelicans,NO,32
2022,401430248,Milwaukee Bucks,MIL,41
2022,401430248,Chicago Bulls,CHI,34
2022,401430217,Miami Heat,MIA,45
2022,401430217,Atlanta Hawks,ATL,32
2022,401430250,Golden State Warriors,GS,40
2022,401430250,Denver Nuggets,DEN,26
2022,401430235,Dallas Mavericks,DAL,42
2022,401430235,Utah Jazz,UTAH,28
2022,401430227,Memphis Grizzlies,MEM,37
2022,401430227,Minnesota Timberwolves,MIN,35
2022,401430246,Chicago Bulls,CHI,25
2022,401430246,Milwaukee Bucks,MIL,36
2022,401430236,Philadelphia 76ers,PHI,31
2022,401430236,Toronto Raptors,TOR,35
2022,401430210,Brooklyn Nets,BKN,21
2022,401430210,Boston Celtics,BOS,31
2022,401430222,New Orleans Pelicans,NO,30
2022,401430222,Phoenix Suns,PHX,35
2022,401430223,Minnesota Timberwolves,MIN,38
2022,401430223,Memphis Grizzlies,MEM,34
2022,401430216,Atlanta Hawks,ATL,40
2022,401430216,Miami Heat,MIA,36
2022,401430247,Denver Nuggets,DEN,36
2022,401430247,Golden State Warriors,GS,40
2022,401430232,Utah Jazz,UTAH,29
2022,401430232,Dallas Mavericks,DAL,47
2022,401430233,Toronto Raptors,TOR,32
2022,401430233,Philadelphia 76ers,PHI,30
2022,401429893,New Orleans Pelicans,NO,23
2022,401429893,Phoenix Suns,PHX,28
2022,401429892,Chicago Bulls,CHI,37
2022,401429892,Milwaukee Bucks,MIL,38
2022,401429890,Brooklyn Nets,BKN,24
2022,401429890,Boston Celtics,BOS,33
2022,401429891,Atlanta Hawks,ATL,36
2022,401429891,Miami Heat,MIA,38
2022,401429875,Denver Nuggets,DEN,35
2022,401429875,Golden State Warriors,GS,35
2022,401429874,Toronto Raptors,TOR,30
2022,401429874,Philadelphia 76ers,PHI,32
2022,401429873,Minnesota Timberwolves,MIN,41
2022,401429873,Memphis Grizzlies,MEM,27
2022,401429872,Utah Jazz,UTAH,22
2022,401429872,Dallas Mavericks,DAL,32
2023,401544850,Miami Heat,MIA,35
2023,401544850,Denver Nuggets,DEN,28
2023,401544849,Denver Nuggets,DEN,28
2023,401544849,Miami Heat,MIA,25
2023,401544848,Denver Nuggets,DEN,18
2023,401544848,Miami Heat,MIA,35
2023,401544847,Miami Heat,MIA,35
2023,401544847,Denver Nuggets,DEN,28
2023,401544846,Miami Heat,MIA,39
2023,401544846,Denver Nuggets,DEN,27
2023,401547678,Miami Heat,MIA,28
2023,401547678,Boston Celtics,BOS,42
2023,401547676,Boston Celtics,BOS,35
2023,401547676,Miami Heat,MIA,30
2023,401547675,Miami Heat,MIA,23
2023,401547675,Boston Celtics,BOS,39
2023,401547674,Boston Celtics,BOS,45
2023,401547674,Miami Heat,MIA,32
2023,401547684,Denver Nuggets,DEN,33
2023,401547684,Los Angeles Lakers,LAL,20
2023,401547673,Boston Celtics,BOS,42
2023,401547673,Miami Heat,MIA,35
2023,401547683,Denver Nuggets,DEN,41
2023,401547683,Los Angeles Lakers,LAL,32
2023,401547672,Miami Heat,MIA,26
2023,401547672,Boston Celtics,BOS,35
2023,401547682,Los Angeles Lakers,LAL,30
2023,401547682,Denver Nuggets,DEN,38
2023,401547671,Miami Heat,MIA,31
2023,401547671,Boston Celtics,BOS,29
2023,401547679,Los Angeles Lakers,LAL,24
2023,401547679,Denver Nuggets,DEN,32
2023,401545117,Philadelphia 76ers,PHI,37
2023,401545117,Boston Celtics,BOS,33
2023,401545236,Golden State Warriors,GS,48
2023,401545236,Los Angeles Lakers,LAL,26
2023,401544978,New York Knicks,NY,35
2023,401544978,Miami Heat,MIA,27
2023,401544339,Denver Nuggets,DEN,22
2023,401544339,Phoenix Suns,PHX,28
2023,401545116,Boston Celtics,BOS,35
2023,401545116,Philadelphia 76ers,PHI,34
2023,401545235,Los Angeles Lakers,LAL,27
2023,401545235,Golden State Warriors,GS,35
2023,401544977,Miami Heat,MIA,43
2023,401544977,New York Knicks,NY,34
2023,401544338,Phoenix Suns,PHX,27
2023,401544338,Denver Nuggets,DEN,27
2023,401545115,Philadelphia 76ers,PHI,30
2023,401545115,Boston Celtics,BOS,38
2023,401545234,Golden State Warriors,GS,41
2023,401545234,Los Angeles Lakers,LAL,25
2023,401544976,New York Knicks,NY,28
2023,401544976,Miami Heat,MIA,39
2023,401544337,Denver Nuggets,DEN,22
2023,401544337,Phoenix Suns,PHX,29
2023,401545114,Boston Celtics,BOS,44
2023,401545114,Philadelphia 76ers,PHI,34
2023,401545233,Golden State Warriors,GS,44
2023,401545233,Los Angeles Lakers,LAL,31
2023,401544975,New York Knicks,NY,40
2023,401544975,Miami Heat,MIA,32
2023,401544336,Denver Nuggets,DEN,30
2023,401544336,Phoenix Suns,PHX,28
2023,401545113,Boston Celtics,BOS,45
2023,401545113,Philadelphia 76ers,PHI,37
2023,401545232,Los Angeles Lakers,LAL,34
2023,401545232,Golden State Warriors,GS,42
2023,401545112,Philadelphia 76ers,PHI,30
2023,401545112,Boston Celtics,BOS,51
2023,401545231,Los Angeles Lakers,LAL,25
2023,401545231,Golden State Warriors,GS,53
2023,401544974,Miami Heat,MIA,49
2023,401544974,New York Knicks,NY,40
2023,401544335,Phoenix Suns,PHX,31
2023,401544335,Denver Nuggets,DEN,27
2023,401545111,Philadelphia 76ers,PHI,38
2023,401545111,Boston Celtics,BOS,26
2023,401541236,Golden State Warriors,GS,46
2023,401541236,Sacramento Kings,SAC,47
2023,401544973,Miami Heat,MIA,39
2023,401544973,New York Knicks,NY,34
2023,401544334,Phoenix Suns,PHX,23
2023,401544334,Denver Nuggets,DEN,37
2023,401541232,Memphis Grizzlies,MEM,38
2023,401541232,Los Angeles Lakers,LAL,44
2023,401541235,Sacramento Kings,SAC,45
2023,401541235,Golden State Warriors,GS,32
2023,401541244,Boston Celtics,BOS,42
2023,401541244,Atlanta Hawks,ATL,35
2023,401541234,Golden State Warriors,GS,38
2023,401541234,Sacramento Kings,SAC,34
2023,401541240,Miami Heat,MIA,45
2023,401541240,Milwaukee Bucks,MIL,33
2023,401541231,Los Angeles Lakers,LAL,39
2023,401541231,Memphis Grizzlies,MEM,40
2023,401541249,New York Knicks,NY,29
2023,401541249,Cleveland Cavaliers,CLE,33
2023,401541237,LA Clippers,LAC,36
2023,401541237,Phoenix Suns,PHX,26
2023,401541196,Minnesota Timberwolves,MIN,33
2023,401541196,Denver Nuggets,DEN,34
2023,401541243,Atlanta Hawks,ATL,41
2023,401541243,Boston Celtics,BOS,38
2023,401541184,Memphis Grizzlies,MEM,42
2023,401541184,Los Angeles Lakers,LAL,36
2023,401541187,Milwaukee Bucks,MIL,40
2023,401541187,Miami Heat,MIA,32
2023,401541183,Denver Nuggets,DEN,35
2023,401541183,Minnesota Timberwolves,MIN,34
2023,401541188,Boston Celtics,BOS,40
2023,401541188,Atlanta Hawks,ATL,37
2023,401541185,Sacramento Kings,SAC,35
2023,401541185,Golden State Warriors,GS,34
2023,401541190,Cleveland Cavaliers,CLE,23
2023,401541190,New York Knicks,NY,29
2023,401541176,Memphis Grizzlies,MEM,39
2023,401541176,Los Angeles Lakers,LAL,28
2023,401541179,Milwaukee Bucks,MIL,39
2023,401541179,Miami Heat,MIA,33
2023,401541186,Phoenix Suns,PHX,22
2023,401541186,LA Clippers,LAC,37
2023,401541189,Philadelphia 76ers,PHI,24
2023,401541189,Brooklyn Nets,BKN,37
2023,401541175,Denver Nuggets,DEN,32
2023,401541175,Minnesota Timberwolves,MIN,27
2023,401541182,Cleveland Cavaliers,CLE,33
2023,401541182,New York Knicks,NY,33
2023,401541180,Boston Celtics,BOS,48
2023,401541180,Atlanta Hawks,ATL,34
2023,401541178,Phoenix Suns,PHX,27
2023,401541178,LA Clippers,LAC,35
2023,401541177,Sacramento Kings,SAC,47
2023,401541177,Golden State Warriors,GS,50
2023,401541181,Philadelphia 76ers,PHI,31
2023,401541181,Brooklyn Nets,BKN,30
2023,401541167,Minnesota Timberwolves,MIN,31
2023,401541167,Denver Nuggets,DEN,22
2023,401541171,Miami Heat,MIA,36
2023,401541171,Milwaukee Bucks,MIL,49
2023,401541168,Los Angeles Lakers,LAL,26
2023,401541168,Memphis Grizzlies,MEM,36
2023,401541170,LA Clippers,LAC,30
2023,401541170,Phoenix Suns,PHX,24
2023,401541174,New York Knicks,NY,29
2023,401541174,Cleveland Cavaliers,CLE,33
2023,401541172,Atlanta Hawks,ATL,48
2023,401541172,Boston Celtics,BOS,33
2023,401541169,Golden State Warriors,GS,40
2023,401541169,Sacramento Kings,SAC,38
2023,401541173,Brooklyn Nets,BKN,42
2023,401541173,Philadelphia 76ers,PHI,35
2023,401540755,Minnesota Timberwolves,MIN,36
2023,401540755,Denver Nuggets,DEN,39
2023,401540757,LA Clippers,LAC,31
2023,401540757,Phoenix Suns,PHX,19
2023,401540754,Miami Heat,MIA,25
2023,401540754,Milwaukee Bucks,MIL,45
2023,401540756,Los Angeles Lakers,LAL,37
2023,401540756,Memphis Grizzlies,MEM,36
2023,401540753,Golden State Warriors,GS,50
2023,401540753,Sacramento Kings,SAC,32
2023,401540752,New York Knicks,NY,29
2023,401540752,Cleveland Cavaliers,CLE,31
2023,401540751,Atlanta Hawks,ATL,29
2023,401540751,Boston Celtics,BOS,33
2023,401540750,Brooklyn Nets,BKN,29
2023,401540750,Philadelphia 76ers,PHI,43
2024,401656363,Dallas Mavericks,DAL,37
2024,401656363,Boston Celtics,BOS,39
2024,401656362,Boston Celtics,BOS,41
2024,401656362,Dallas Mavericks,DAL,37
2024,401656361,Boston Celtics,BOS,46
2024,401656361,Dallas Mavericks,DAL,25
2024,401656360,Dallas Mavericks,DAL,26
2024,401656360,Boston Celtics,BOS,39
2024,401656359,Dallas Mavericks,DAL,27
2024,401656359,Boston Celtics,BOS,42
2024,401672980,Dallas Mavericks,DAL,34
2024,401672980,Minnesota Timberwolves,MIN,32
2024,401672979,Minnesota Timberwolves,MIN,24
2024,401672979,Dallas Mavericks,DAL,40
2024,401672001,Boston Celtics,BOS,44
2024,401672001,Indiana Pacers,IND,29
2024,401672978,Minnesota Timberwolves,MIN,30
2024,401672978,Dallas Mavericks,DAL,28
2024,401672000,Boston Celtics,BOS,46
2024,401672000,Indiana Pacers,IND,22
2024,401672977,Dallas Mavericks,DAL,31
2024,401672977,Minnesota Timberwolves,MIN,31
2024,401671999,Indiana Pacers,IND,29
2024,401671999,Boston Celtics,BOS,37
2024,401672976,Dallas Mavericks,DAL,25
2024,401672976,Minnesota Timberwolves,MIN,49
2024,401671998,Indiana Pacers,IND,35
2024,401671998,Boston Celtics,BOS,45
2024,401657188,Minnesota Timberwolves,MIN,34
2024,401657188,Denver Nuggets,DEN,33
2024,401658198,Indiana Pacers,IND,24
2024,401658198,New York Knicks,NY,35
2024,401658194,Oklahoma City Thunder,OKC,41
2024,401658194,Dallas Mavericks,DAL,34
2024,401658197,New York Knicks,NY,34
2024,401658197,Indiana Pacers,IND,26
2024,401657187,Denver Nuggets,DEN,36
2024,401657187,Minnesota Timberwolves,MIN,40
2024,401658192,Dallas Mavericks,DAL,35
2024,401658192,Oklahoma City Thunder,OKC,40
2024,401658228,Cleveland Cavaliers,CLE,31
2024,401658228,Boston Celtics,BOS,43
2024,401657186,Minnesota Timberwolves,MIN,26
2024,401657186,Denver Nuggets,DEN,19
2024,401658196,Indiana Pacers,IND,27
2024,401658196,New York Knicks,NY,35
2024,401658191,Oklahoma City Thunder,OKC,27
2024,401658191,Dallas Mavericks,DAL,35
2024,401658227,Boston Celtics,BOS,32
2024,401658227,Cleveland Cavaliers,CLE,48
2024,401657185,Denver Nuggets,DEN,29
2024,401657185,Minnesota Timberwolves,MIN,28
2024,401657423,New York Knicks,NY,37
2024,401657423,Indiana Pacers,IND,31
2024,401658226,Boston Celtics,BOS,34
2024,401658226,Cleveland Cavaliers,CLE,36
2024,401658190,Oklahoma City Thunder,OKC,30
2024,401658190,Dallas Mavericks,DAL,33
2024,401657184,Denver Nuggets,DEN,29
2024,401657184,Minnesota Timberwolves,MIN,33
2024,401657422,New York Knicks,NY,27
2024,401657422,Indiana Pacers,IND,32
2024,401658188,Dallas Mavericks,DAL,37
2024,401658188,Oklahoma City Thunder,OKC,30
2024,401658225,Cleveland Cavaliers,CLE,28
2024,401658225,Boston Celtics,BOS,35
2024,401657421,Indiana Pacers,IND,34
2024,401657421,New York Knicks,NY,30
2024,401657231,Dallas Mavericks,DAL,35
2024,401657231,Oklahoma City Thunder,OKC,35
2024,401658224,Cleveland Cavaliers,CLE,42
2024,401658224,Boston Celtics,BOS,46
2024,401657183,Minnesota Timberwolves,MIN,33
2024,401657183,Denver Nuggets,DEN,30
2024,401657420,Indiana Pacers,IND,26
2024,401657420,New York Knicks,NY,23
2024,401655123,Orlando Magic,ORL,31
2024,401655123,Cleveland Cavaliers,CLE,24
2024,401657182,Minnesota Timberwolves,MIN,27
2024,401657182,Denver Nuggets,DEN,31
2024,401655098,LA Clippers,LAC,31
2024,401655098,Dallas Mavericks,DAL,36
2024,401655122,Cleveland Cavaliers,CLE,28
2024,401655122,Orlando Magic,ORL,36
2024,401655110,New York Knicks,NY,31
2024,401655110,Philadelphia 76ers,PHI,40
2024,401655116,Milwaukee Bucks,MIL,27
2024,401655116,Indiana Pacers,IND,40
2024,401655097,Dallas Mavericks,DAL,39
2024,401655097,LA Clippers,LAC,35
2024,401655103,Miami Heat,MIA,29
2024,401655103,Boston Celtics,BOS,40
2024,401655115,Indiana Pacers,IND,38
2024,401655115,Milwaukee Bucks,MIL,29
2024,401655121,Orlando Magic,ORL,31
2024,401655121,Cleveland Cavaliers,CLE,37
2024,401655109,Philadelphia 76ers,PHI,39
2024,401655109,New York Knicks,NY,36
2024,401655085,Los Angeles Lakers,LAL,35
2024,401655085,Denver Nuggets,DEN,38
2024,401655078,Oklahoma City Thunder,OKC,40
2024,401655078,New Orleans Pelicans,NO,34
2024,401655102,Boston Celtics,BOS,37
2024,401655102,Miami Heat,MIA,33
2024,401655090,Minnesota Timberwolves,MIN,36
2024,401655090,Phoenix Suns,PHX,26
2024,401655114,Milwaukee Bucks,MIL,33
2024,401655114,Indiana Pacers,IND,43
2024,401655096,LA Clippers,LAC,29
2024,401655096,Dallas Mavericks,DAL,33
2024,401655108,New York Knicks,NY,27
2024,401655108,Philadelphia 76ers,PHI,33
2024,401655084,Denver Nuggets,DEN,30
2024,401655084,Los Angeles Lakers,LAL,26
2024,401655101,Boston Celtics,BOS,37
2024,401655101,Miami Heat,MIA,28
2024,401655077,Oklahoma City Thunder,OKC,36
2024,401655077,New Orleans Pelicans,NO,32
2024,401655120,Cleveland Cavaliers,CLE,17
2024,401655120,Orlando Magic,ORL,26
2024,401655089,Minnesota Timberwolves,MIN,34
2024,401655089,Phoenix Suns,PHX,28
2024,401655095,LA Clippers,LAC,29
2024,401655095,Dallas Mavericks,DAL,35
2024,401655113,Milwaukee Bucks,MIL,31
2024,401655113,Indiana Pacers,IND,49
2024,401655083,Denver Nuggets,DEN,28
2024,401655083,Los Angeles Lakers,LAL,27
2024,401655107,New York Knicks,NY,30
2024,401655107,Philadelphia 76ers,PHI,31
2024,401655119,Cleveland Cavaliers,CLE,34
2024,401655119,Orlando Magic,ORL,37
2024,401655076,New Orleans Pelicans,NO,26
2024,401655076,Oklahoma City Thunder,OKC,29
2024,401655100,Miami Heat,MIA,43
2024,401655100,Boston Celtics,BOS,32
2024,401655094,Dallas Mavericks,DAL,33
2024,401655094,LA Clippers,LAC,30
2024,401655112,Indiana Pacers,IND,36
2024,401655112,Milwaukee Bucks,MIL,32
2024,401655088,Phoenix Suns,PHX,22
2024,401655088,Minnesota Timberwolves,MIN,32
2024,401655082,Los Angeles Lakers,LAL,30
2024,401655082,Denver Nuggets,DEN,34
2024,401655106,Philadelphia 76ers,PHI,36
2024,401655106,New York Knicks,NY,33
2024,401655118,Orlando Magic,ORL,35
2024,401655118,Cleveland Cavaliers,CLE,39
2024,401654762,New Orleans Pelicans,NO,39
2024,401654762,Oklahoma City Thunder,OKC,32
2024,401654761,Indiana Pacers,IND,38
2024,401654761,Milwaukee Bucks,MIL,37
2024,401654763,Dallas Mavericks,DAL,33
2024,401654763,LA Clippers,LAC,36
2024,401654760,Miami Heat,MIA,37
2024,401654760,Boston Celtics,BOS,49
2024,401654758,Los Angeles Lakers,LAL,29
2024,401654758,Denver Nuggets,DEN,42
2024,401654756,Philadelphia 76ers,PHI,35
2024,401654756,New York Knicks,NY,35
2024,401654759,Phoenix Suns,PHX,28
2024,401654759,Minnesota Timberwolves,MIN,32
2024,401654757,Orlando Magic,ORL,37
2024,401654757,Cleveland Cavaliers,CLE,30
2025,401766128,Indiana Pacers,IND,28
2025,401766128,Oklahoma City Thunder,OKC,40
2025,401766127,Oklahoma City Thunder,OKC,30
2025,401766127,Indiana Pacers,IND,42
2025,401766126,Indiana Pacers,IND,30
2025,401766126,Oklahoma City Thunder,OKC,32
2025,401766125,Oklahoma City Thunder,OKC,16
2025,401766125,Indiana Pacers,IND,36
2025,401766124,Oklahoma City Thunder,OKC,22
2025,401766124,Indiana Pacers,IND,27
2025,401766123,Indiana Pacers,IND,40
2025,401766123,Oklahoma City Thunder,OKC,36
2025,401766122,Indiana Pacers,IND,39
2025,401766122,Oklahoma City Thunder,OKC,30
2025,401772994,New York Knicks,NY,32
2025,401772994,Indiana Pacers,IND,33
2025,401772993,Indiana Pacers,IND,30
2025,401772993,New York Knicks,NY,29
2025,401773152,Minnesota Timberwolves,MIN,34
2025,401773152,Oklahoma City Thunder,OKC,35
2025,401772992,New York Knicks,NY,28
2025,401772992,Indiana Pacers,IND,32
2025,401773151,Oklahoma City Thunder,OKC,37
2025,401773151,Minnesota Timberwolves,MIN,41
2025,401772991,New York Knicks,NY,32
2025,401772991,Indiana Pacers,IND,25
2025,401773150,Oklahoma City Thunder,OKC,44
2025,401773150,Minnesota Timberwolves,MIN,40
2025,401772990,Indiana Pacers,IND,30
2025,401772990,New York Knicks,NY,32
2025,401773149,Minnesota Timberwolves,MIN,39
2025,401773149,Oklahoma City Thunder,OKC,33
2025,401772989,Indiana Pacers,IND,37
2025,401772989,New York Knicks,NY,34
2025,401773148,Minnesota Timberwolves,MIN,51
2025,401773148,Oklahoma City Thunder,OKC,21
2025,401769992,Denver Nuggets,DEN,44
2025,401769992,Oklahoma City Thunder,OKC,39
2025,401769751,Boston Celtics,BOS,40
2025,401769751,New York Knicks,NY,45
2025,401769991,Oklahoma City Thunder,OKC,40
2025,401769991,Denver Nuggets,DEN,32
2025,401769987,Golden State Warriors,GS,39
2025,401769987,Minnesota Timberwolves,MIN,31
2025,401769750,New York Knicks,NY,30
2025,401769750,Boston Celtics,BOS,49
2025,401769990,Denver Nuggets,DEN,46
2025,401769990,Oklahoma City Thunder,OKC,29
2025,401769743,Indiana Pacers,IND,35
2025,401769743,Cleveland Cavaliers,CLE,35
2025,401769840,Minnesota Timberwolves,MIN,34
2025,401769840,Golden State Warriors,GS,27
2025,401769749,Boston Celtics,BOS,48
2025,401769749,New York Knicks,NY,34
2025,401769742,Cleveland Cavaliers,CLE,35
2025,401769742,Indiana Pacers,IND,35
2025,401769823,Oklahoma City Thunder,OKC,41
2025,401769823,Denver Nuggets,DEN,45
2025,401769839,Minnesota Timberwolves,MIN,34
2025,401769839,Golden State Warriors,GS,23
2025,401769748,Boston Celtics,BOS,40
2025,401769748,New York Knicks,NY,25
2025,401769822,Oklahoma City Thunder,OKC,35
2025,401769822,Denver Nuggets,DEN,40
2025,401769741,Cleveland Cavaliers,CLE,47
2025,401769741,Indiana Pacers,IND,30
2025,401769838,Golden State Warriors,GS,32
2025,401769838,Minnesota Timberwolves,MIN,37
2025,401769821,Denver Nuggets,DEN,37
2025,401769821,Oklahoma City Thunder,OKC,36
2025,401769747,New York Knicks,NY,31
2025,401769747,Boston Celtics,BOS,40
2025,401769837,Golden State Warriors,GS,42
2025,401769837,Minnesota Timberwolves,MIN,29
2025,401769740,Indiana Pacers,IND,28
2025,401769740,Cleveland Cavaliers,CLE,39
2025,401769820,Denver Nuggets,DEN,32
2025,401769820,Oklahoma City Thunder,OKC,43
2025,401769746,New York Knicks,NY,37
2025,401769746,Boston Celtics,BOS,60
2025,401767914,Golden State Warriors,GS,43
2025,401767914,Houston Rockets,HOU,18
2025,401769689,Indiana Pacers,IND,36
2025,401769689,Cleveland Cavaliers,CLE,38
2025,401768066,LA Clippers,LAC,27
2025,401768066,Denver Nuggets,DEN,29
2025,401767913,Houston Rockets,HOU,30
2025,401767913,Golden State Warriors,GS,49
2025,401768065,Denver Nuggets,DEN,27
2025,401768065,LA Clippers,LAC,39
2025,401768045,New York Knicks,NY,30
2025,401768045,Detroit Pistons,DET,34
2025,401768058,Minnesota Timberwolves,MIN,47
2025,401768058,Los Angeles Lakers,LAL,37
2025,401767912,Golden State Warriors,GS,44
2025,401767912,Houston Rockets,HOU,30
2025,401768064,LA Clippers,LAC,29
2025,401768064,Denver Nuggets,DEN,33
2025,401768032,Orlando Magic,ORL,38
2025,401768032,Boston Celtics,BOS,24
2025,401768044,Detroit Pistons,DET,29
2025,401768044,New York Knicks,NY,25
2025,401768050,Milwaukee Bucks,MIL,40
2025,401768050,Indiana Pacers,IND,33
2025,401767911,Houston Rockets,HOU,23
2025,401767911,Golden State Warriors,GS,46
2025,401768037,Cleveland Cavaliers,CLE,47
2025,401768037,Miami Heat,MIA,49
2025,401768049,Indiana Pacers,IND,39
2025,401768049,Milwaukee Bucks,MIL,37
2025,401768031,Boston Celtics,BOS,31
2025,401768031,Orlando Magic,ORL,30
2025,401768057,Los Angeles Lakers,LAL,47
2025,401768057,Minnesota Timberwolves,MIN,36
2025,401768043,New York Knicks,NY,33
2025,401768043,Detroit Pistons,DET,29
2025,401767910,Houston Rockets,HOU,28
2025,401767910,Golden State Warriors,GS,45
2025,401768063,Denver Nuggets,DEN,29
2025,401768063,LA Clippers,LAC,30
2025,401767905,Oklahoma City Thunder,OKC,35
2025,401767905,Memphis Grizzlies,MEM,31
2025,401768036,Cleveland Cavaliers,CLE,40
2025,401768036,Miami Heat,MIA,34
2025,401768056,Los Angeles Lakers,LAL,40
2025,401768056,Minnesota Timberwolves,MIN,36
2025,401768048,Indiana Pacers,IND,41
2025,401768048,Milwaukee Bucks,MIL,41
2025,401768030,Boston Celtics,BOS,27
2025,401768030,Orlando Magic,ORL,32
2025,401768062,Denver Nuggets,DEN,26
2025,401768062,LA Clippers,LAC,39
2025,401767904,Oklahoma City Thunder,OKC,38
2025,401767904,Memphis Grizzlies,MEM,42
2025,401768042,New York Knicks,NY,32
2025,401768042,Detroit Pistons,DET,37
2025,401767909,Golden State Warriors,GS,43
2025,401767909,Houston Rockets,HOU,40
2025,401768035,Miami Heat,MIA,45
2025,401768035,Cleveland Cavaliers,CLE,45
2025,401768029,Orlando Magic,ORL,29
2025,401768029,Boston Celtics,BOS,37
2025,401767915,Minnesota Timberwolves,MIN,25
2025,401767915,Los Angeles Lakers,LAL,29
2025,401767903,Memphis Grizzlies,MEM,31
2025,401767903,Oklahoma City Thunder,OKC,45
2025,401768047,Milwaukee Bucks,MIL,35
2025,401768047,Indiana Pacers,IND,36
2025,401768061,LA Clippers,LAC,34
2025,401768061,Denver Nuggets,DEN,32
2025,401768041,Detroit Pistons,DET,27
2025,401768041,New York Knicks,NY,35
2025,401767823,Golden State Warriors,GS,32
2025,401767823,Houston Rockets,HOU,29
2025,401767816,Miami Heat,MIA,31
2025,401767816,Cleveland Cavaliers,CLE,43
2025,401767822,Orlando Magic,ORL,27
2025,401767822,Boston Celtics,BOS,37
2025,401767818,Memphis Grizzlies,MEM,34
2025,401767818,Oklahoma City Thunder,OKC,48
2025,401767821,Minnesota Timberwolves,MIN,42
2025,401767821,Los Angeles Lakers,LAL,41
2025,401767820,Detroit Pistons,DET,32
2025,401767820,New York Knicks,NY,26
2025,401767819,LA Clippers,LAC,33
2025,401767819,Denver Nuggets,DEN,27
2025,401767817,Milwaukee Bucks,MIL,37
2025,401767817,Indiana Pacers,IND,34
2026,401859967,New York Knicks,NY,37
2026,401859967,San Antonio Spurs,SA,37
2026,401859966,San Antonio Spurs,SA,43
2026,401859966,New York Knicks,NY,32
2026,401859965,San Antonio Spurs,SA,34
2026,401859965,New York Knicks,NY,37
2026,401859964,New York Knicks,NY,38
2026,401859964,San Antonio Spurs,SA,29
2026,401859963,New York Knicks,NY,36
2026,401859963,San Antonio Spurs,SA,43
2026,401873203,San Antonio Spurs,SA,40
2026,401873203,Oklahoma City Thunder,OKC,35
2026,401873202,Oklahoma City Thunder,OKC,40
2026,401873202,San Antonio Spurs,SA,41
2026,401873201,San Antonio Spurs,SA,41
2026,401873201,Oklahoma City Thunder,OKC,32
2026,401873344,New York Knicks,NY,43
2026,401873344,Cleveland Cavaliers,CLE,40
2026,401873200,Oklahoma City Thunder,OKC,33
2026,401873200,San Antonio Spurs,SA,33
2026,401873343,New York Knicks,NY,28
2026,401873343,Cleveland Cavaliers,CLE,41
2026,401873199,Oklahoma City Thunder,OKC,38
2026,401873199,San Antonio Spurs,SA,41
2026,401873342,Cleveland Cavaliers,CLE,35
